flight_id,flight_number,airline,aircraft_model,origin_airport_id,origin_airport_code_x,origin_city_x,origin_country_x,destination_airport_id,destination_airport_code_x,destination_city_x,destination_country_x,distance_km,estimated_flight_time_hours,ticket_cost_usd,fuel_used_liters,reliability_score,departure_datetime,arrival_datetime,departure_hour,arrival_hour,day,month,year,flight_status,weather_condition,passenger_capacity,occupied_seats,cargo_weight_kg,delay_minutes,gate_number,terminal,origin_airport_code_y,origin_airport_name,origin_city_y,origin_country_y,origin_airport_type,origin_latitude,origin_longitude,origin_elevation_meters,origin_runways,origin_timezone,destination_airport_code_y,destination_airport_name,destination_city_y,destination_country_y,destination_airport_type,destination_latitude,destination_longitude,destination_elevation_meters,destination_runways,destination_timezone
4386,SK3250,Singapore Airlines,Airbus A330,1475,AP1475,Lake Jeffery,Qatar,1233,AP1233,Manningburgh,Peru,9019.74,11.23,1177.16,39424.22,0.92,2025-05-01 08:00:43,2025-05-01 19:14:31,8,19,1,5,2025,On Time,Rainy,122,54,16539.2,107,G56,T3,AP1475,Smith-Rice Airport,Lake Jeffery,Qatar,Regional,12.372723,114.777938,1016,2,UTC+8,AP1233,Williams and Sons Airport,Manningburgh,Peru,National,-36.801962,-176.418463,4238,1,UTC-5
4387,DL6151,Delta Airlines,ATR 72,1427,AP1427,North Dawn,France,607,AP0607,Sharonmouth,France,9095.42,12.6,1834.84,35406.18,0.88,2024-12-04 22:34:57,2024-12-05 11:10:57,22,11,4,12,2024,Cancelled,Rainy,187,183,11044.82,70,G45,T2,AP1427,"Hernandez, Meyers and Clark Airport",North Dawn,France,Regional,-34.234233,-74.474789,3094,1,UTC+0,AP0607,"Johnson, Diaz and Michael Airport",Sharonmouth,France,National,25.542099,-15.569555,2425,3,UTC+1
4388,LA4901,Avianca,Boeing 737,1719,AP1719,Youngborough,United Kingdom,2266,AP2266,Sheilaborough,Japan,5234.8,6.95,698.44,26061.76,0.88,2024-09-28 08:56:37,2024-09-28 15:53:37,8,15,28,9,2024,On Time,Sunny,99,228,11060.08,183,G60,T3,AP1719,"Anderson, Norris and Young Airport",Youngborough,United Kingdom,National,-9.463834,-175.118021,2888,3,UTC+8,AP2266,"Bradley, Klein and Dixon Airport",Sheilaborough,Japan,Regional,-41.770908,-136.087778,1136,2,UTC+8
4389,DL1808,Iberia,Boeing 787,1042,AP1042,East Monicahaven,Canada,1559,AP1559,Cooperbury,Brazil,12984.0,17.38,1472.58,39120.77,0.98,2025-10-05 03:39:21,2025-10-05 21:02:09,3,21,5,10,2025,Delayed,Cloudy,281,124,15738.63,187,G69,T2,AP1042,Salazar-Maldonado Airport,East Monicahaven,Canada,National,64.526732,42.706883,1317,6,UTC+3,AP1559,Miller Group Airport,Cooperbury,Brazil,Regional,-19.744469,-68.34232,1455,4,UTC+8
4390,IB4640,Lufthansa,Boeing 777,1241,AP1241,Youngville,Canada,2278,AP2278,New Robert,Spain,11587.7,14.56,1550.47,40007.49,0.9,2024-11-09 17:22:41,2024-11-10 07:56:17,17,7,9,11,2024,On Time,Cloudy,248,246,12079.03,159,G64,T2,AP1241,"West, Coffey and Clay Airport",Youngville,Canada,Regional,-12.41139,48.846782,191,1,UTC+9,AP2278,"Johnson, Bean and Martin Airport",New Robert,Spain,National,18.517328,149.880018,2961,6,UTC+8
4391,LA7940,Copa Airlines,ATR 72,419,AP0419,Lake Mary,France,2149,AP2149,Davidview,Canada,7595.61,8.97,1534.37,35608.74,0.84,2026-01-11 20:40:10,2026-01-12 05:38:22,20,5,11,1,2026,Delayed,Sunny,317,269,28959.17,152,G34,T1,AP0419,Avila-Bond Airport,Lake Mary,France,International,51.147501,53.26917,1346,6,UTC-4,AP2149,House-Smith Airport,Davidview,Canada,International,59.271414,-147.444305,3326,3,UTC+3
4392,SK6334,Copa Airlines,Airbus A350,1374,AP1374,Port Kristihaven,Argentina,2354,AP2354,Lake Thomas,United States,1037.11,1.39,178.75,2600.69,0.8,2025-02-07 17:37:32,2025-02-07 19:00:56,17,19,7,2,2025,Delayed,Sunny,160,80,12950.8,144,G67,T4,AP1374,Brown Group Airport,Port Kristihaven,Argentina,Regional,-49.420604,-170.381563,3783,4,UTC+0,AP2354,Trevino-Boyer Airport,Lake Thomas,United States,Regional,-42.023086,-178.545421,1349,6,UTC-4
4393,IB7234,Avianca,Airbus A330,114,AP0114,North Eugenetown,China,1631,AP1631,Aaronville,Japan,6920.67,9.79,728.69,28989.36,0.99,2025-08-09 10:36:56,2025-08-09 20:24:20,10,20,9,8,2025,On Time,Storm,181,323,4948.14,52,G61,T4,AP0114,"Sanchez, Lawson and Johnson Airport",North Eugenetown,China,International,-17.216551,74.886655,1036,3,UTC-5,AP1631,Benton-Ramsey Airport,Aaronville,Japan,International,44.002102,62.620312,2152,5,UTC+8
4394,AA8003,Delta Airlines,ATR 72,546,AP0546,Lake Jessica,United Kingdom,2279,AP2279,Perezborough,UAE,2111.21,2.92,417.19,6631.26,0.98,2025-11-22 13:15:47,2025-11-22 16:10:59,13,16,22,11,2025,On Time,Cloudy,181,114,13522.64,10,G12,T4,AP0546,Hawkins Group Airport,Lake Jessica,United Kingdom,Regional,55.206734,-8.545579,646,4,UTC+9,AP2279,Brown-Huerta Airport,Perezborough,UAE,Regional,64.912013,24.912406,2613,4,UTC+0
4395,AA7993,Emirates,Boeing 787,891,AP0891,Websterborough,United Kingdom,1380,AP1380,Richardshire,China,9869.87,11.48,1429.25,30316.82,0.85,2025-09-30 21:24:19,2025-10-01 08:53:07,21,8,30,9,2025,On Time,Foggy,274,64,2089.0,26,G80,T1,AP0891,Nelson-Carlson Airport,Websterborough,United Kingdom,National,45.997545,138.118925,1906,6,UTC+0,AP1380,Harris Inc Airport,Richardshire,China,International,-27.915946,-167.599856,4360,2,UTC+1
4396,IB4761,KLM,Airbus A330,371,AP0371,East John,China,373,AP0373,Samanthabury,Germany,5524.36,7.49,543.31,25122.48,0.95,2025-04-15 07:17:54,2025-04-15 14:47:18,7,14,15,4,2025,Cancelled,Storm,336,315,5554.63,139,G77,T2,AP0371,Ramirez-Woodard Airport,East John,China,International,-37.505184,16.756678,1507,5,UTC+8,AP0373,Daniels-Delgado Airport,Samanthabury,Germany,Regional,-26.070826,74.581043,74,2,UTC+3
4397,DL8936,Emirates,Airbus A330,982,AP0982,Russellstad,Spain,255,AP0255,Nathanielchester,Japan,8537.21,11.65,1732.94,26384.59,0.77,2026-04-21 23:49:07,2026-04-22 11:28:07,23,11,21,4,2026,Cancelled,Rainy,127,231,5152.88,3,G27,T1,AP0982,Hoffman-Martinez Airport,Russellstad,Spain,National,11.828287,165.933188,659,4,UTC+9,AP0255,Rodriguez LLC Airport,Nathanielchester,Japan,Regional,-33.113859,100.491334,3806,6,UTC+1
4398,IB8665,LATAM Airlines,Boeing 777,1348,AP1348,Fowlermouth,Canada,1041,AP1041,Port Nicholasburgh,Mexico,7885.69,10.16,1322.3,30705.83,0.98,2024-07-04 20:41:02,2024-07-05 06:50:38,20,6,4,7,2024,On Time,Storm,225,290,8119.97,61,G51,T4,AP1348,Fowler-Phelps Airport,Fowlermouth,Canada,National,47.788607,101.926171,3308,4,UTC+9,AP1041,Cardenas Ltd Airport,Port Nicholasburgh,Mexico,International,5.530389,169.460657,387,2,UTC+0
4399,DL4701,Singapore Airlines,ATR 72,2468,AP2468,Jonesside,United Kingdom,2577,AP2577,Watkinsburgh,Italy,11755.34,13.68,2129.82,39426.49,0.78,2026-01-23 06:34:52,2026-01-23 20:15:40,6,20,23,1,2026,Delayed,Rainy,307,119,11283.6,63,G55,T3,AP2468,"Watson, Mayer and Arnold Airport",Jonesside,United Kingdom,International,-45.003809,-14.541739,2807,5,UTC+8,AP2577,"Flores, Waters and Arnold Airport",Watkinsburgh,Italy,National,11.872589,85.901531,840,6,UTC+3
4400,UA188,Qatar Airways,Boeing 787,990,AP0990,Masseymouth,Peru,670,AP0670,Mirandaberg,United States,5581.99,6.38,743.3,25984.84,0.96,2025-06-07 12:23:17,2025-06-07 18:46:05,12,18,7,6,2025,On Time,Cloudy,335,337,22350.45,81,G14,T4,AP0990,Ramirez-Thomas Airport,Masseymouth,Peru,National,58.39736,42.61395,1988,6,UTC+8,AP0670,Elliott Group Airport,Mirandaberg,United States,Regional,51.031405,-51.22795,4119,1,UTC+0
4401,LA6919,Air Canada,Airbus A350,365,AP0365,Willisland,Japan,2353,AP2353,Valeriebury,Argentina,11499.04,12.85,1941.13,48907.96,0.96,2024-12-15 10:24:55,2024-12-15 23:15:55,10,23,15,12,2024,On Time,Cloudy,141,308,10933.4,61,G33,T1,AP0365,Collins Group Airport,Willisland,Japan,National,-7.417282,12.114046,2943,3,UTC+0,AP2353,Moore-Murray Airport,Valeriebury,Argentina,Regional,-5.456228,116.439614,916,5,UTC+3
4402,LA6506,Aeromexico,Boeing 737,2829,AP2829,Joshuaton,France,1081,AP1081,South Tiffanychester,France,16183.32,21.61,2315.14,83907.59,0.9,2025-05-04 23:52:56,2025-05-05 21:29:32,23,21,4,5,2025,Delayed,Sunny,233,120,25960.49,203,G71,T4,AP2829,"Williams, Merritt and Frazier Airport",Joshuaton,France,National,-15.070604,163.049206,1299,6,UTC+8,AP1081,May and Sons Airport,South Tiffanychester,France,International,44.131898,4.852509,485,4,UTC-5
4403,LA343,Turkish Airlines,Airbus A330,1809,AP1809,North Jonathan,Turkey,2050,AP2050,New Kathleen,France,8266.16,11.08,1553.86,23472.19,0.87,2025-12-16 01:12:17,2025-12-16 12:17:05,1,12,16,12,2025,Cancelled,Sunny,169,129,18750.39,230,G11,T1,AP1809,Morris-Mitchell Airport,North Jonathan,Turkey,National,-12.808456,-37.943567,2246,3,UTC+0,AP2050,"Pineda, Johnston and Williams Airport",New Kathleen,France,Regional,-17.492323,39.429608,1266,3,UTC-4
4404,AA7647,Singapore Airlines,Embraer E190,459,AP0459,Lindaberg,Germany,2511,AP2511,Port Markburgh,Italy,4816.67,6.62,945.03,24069.57,0.94,2026-02-14 04:25:17,2026-02-14 11:02:29,4,11,14,2,2026,On Time,Rainy,326,111,15268.16,71,G47,T4,AP0459,Savage LLC Airport,Lindaberg,Germany,National,-46.146462,-42.094827,839,1,UTC+0,AP2511,"Kirby, Harrison and Thomas Airport",Port Markburgh,Italy,International,-5.377477,-25.196127,623,3,UTC+3
4405,IB9660,JetSMART,Airbus A320,2237,AP2237,Harrisfort,Brazil,1777,AP1777,Gilmoremouth,Turkey,7801.09,9.87,1588.24,36093.5,0.88,2025-10-05 01:46:49,2025-10-05 11:39:01,1,11,5,10,2025,Cancelled,Rainy,338,132,8776.52,240,G41,T3,AP2237,Williams-Fuller Airport,Harrisfort,Brazil,National,-52.020576,-105.676819,1411,3,UTC+8,AP1777,Cox Inc Airport,Gilmoremouth,Turkey,National,-52.18219,115.67801,2374,3,UTC+1
4406,AA826,British Airways,Airbus A350,1394,AP1394,East Jonathan,France,2041,AP2041,Lake James,Canada,3152.51,4.48,465.42,16523.89,0.9,2026-03-14 16:27:13,2026-03-14 20:56:01,16,20,14,3,2026,On Time,Rainy,346,205,14170.51,160,G45,T1,AP1394,Allen PLC Airport,East Jonathan,France,National,-25.450459,-25.740766,1995,5,UTC-5,AP2041,Paul LLC Airport,Lake James,Canada,Regional,-53.79969,-25.287966,913,6,UTC+1
4407,DL3417,British Airways,Boeing 777,2718,AP2718,South Sarah,Brazil,2041,AP2041,Lake James,Canada,3805.23,5.19,435.12,19445.21,0.92,2026-03-14 21:59:16,2026-03-15 03:10:40,21,3,14,3,2026,Cancelled,Foggy,334,198,16146.9,228,G71,T2,AP2718,"Cook, Rodgers and Moran Airport",South Sarah,Brazil,International,-27.011473,-54.250627,1304,1,UTC+1,AP2041,Paul LLC Airport,Lake James,Canada,Regional,-53.79969,-25.287966,913,6,UTC+1
4408,DL2248,LATAM Airlines,Airbus A330,1904,AP1904,Josephfurt,France,678,AP0678,Sheliabury,Turkey,18887.86,21.66,1701.47,61992.88,0.77,2024-10-19 00:33:29,2024-10-19 22:13:05,0,22,19,10,2024,On Time,Sunny,114,217,13148.26,56,G75,T1,AP1904,Powell LLC Airport,Josephfurt,France,International,23.121596,34.003606,546,3,UTC+8,AP0678,Kirby Group Airport,Sheliabury,Turkey,International,-18.668417,-155.749407,804,2,UTC+8
4409,IB8252,Copa Airlines,Embraer E190,1016,AP1016,Rodgerstown,Chile,187,AP0187,West Ashley,Australia,3999.37,4.8,596.79,18883.5,0.9,2025-08-24 20:37:18,2025-08-25 01:25:18,20,1,24,8,2025,Delayed,Foggy,174,128,5237.89,147,G26,T2,AP1016,Hamilton Group Airport,Rodgerstown,Chile,International,-3.537982,7.836762,1773,5,UTC+1,AP0187,"Wilson, Dunn and Liu Airport",West Ashley,Australia,National,30.762187,-3.503213,3633,1,UTC-5
4410,AA2540,Air Canada,Airbus A350,1878,AP1878,West Staceyfurt,Qatar,555,AP0555,Christopherton,United Kingdom,2540.04,3.59,347.45,11421.06,0.87,2025-11-10 16:08:47,2025-11-10 19:44:11,16,19,10,11,2025,On Time,Sunny,229,333,23137.29,143,G70,T1,AP1878,"Peterson, Gibson and Lane Airport",West Staceyfurt,Qatar,National,43.917933,-164.77734,2319,3,UTC-5,AP0555,Johnson-Lewis Airport,Christopherton,United Kingdom,Regional,21.120269,-166.512359,2256,4,UTC-4
4411,AA7653,Sky Airline,Boeing 737,655,AP0655,West Nicholeburgh,Netherlands,2617,AP2617,Johnsonview,Brazil,10154.0,12.58,1358.6,42579.88,0.81,2025-02-12 01:52:32,2025-02-12 14:27:20,1,14,12,2,2025,Cancelled,Cloudy,291,260,23114.03,184,G16,T3,AP0655,Boyd-Nelson Airport,West Nicholeburgh,Netherlands,Regional,-10.239301,102.251321,2603,5,UTC-4,AP2617,Miller Inc Airport,Johnsonview,Brazil,Regional,-8.084309,-164.925665,322,6,UTC+1
4412,SK7198,Iberia,Boeing 787,532,AP0532,Lake Julieton,Chile,2171,AP2171,Lake Ericstad,Italy,5085.64,5.95,567.4,15359.96,0.88,2024-12-14 04:20:06,2024-12-14 10:17:06,4,10,14,12,2024,Delayed,Storm,295,88,13113.88,155,G11,T4,AP0532,Baker-Walters Airport,Lake Julieton,Chile,International,1.410927,107.710044,273,3,UTC-5,AP2171,Jones LLC Airport,Lake Ericstad,Italy,National,12.299463,62.880344,2707,2,UTC+3
4413,AA623,Turkish Airlines,Boeing 737,883,AP0883,Tranfurt,France,1797,AP1797,New Jonathanville,UAE,9997.77,12.8,957.45,36014.34,0.82,2026-03-17 17:33:56,2026-03-18 06:21:56,17,6,17,3,2026,Delayed,Sunny,105,156,1895.24,20,G6,T3,AP0883,Scott and Sons Airport,Tranfurt,France,National,69.216898,-121.919318,2329,5,UTC+8,AP1797,"May, Taylor and Robertson Airport",New Jonathanville,UAE,National,-20.027019,-106.720223,1123,5,UTC-4
4414,LA4254,KLM,Airbus A350,2826,AP2826,Pattonton,China,963,AP0963,East Charles,China,16872.79,20.06,2898.86,74026.52,0.93,2025-09-24 03:52:25,2025-09-24 23:56:01,3,23,24,9,2025,Delayed,Cloudy,198,334,20229.31,17,G44,T4,AP2826,"Stanley, Lewis and Stone Airport",Pattonton,China,Regional,-34.755767,-96.909554,4053,3,UTC-5,AP0963,"Mitchell, Taylor and Garcia Airport",East Charles,China,National,21.310696,54.743733,2233,3,UTC+0
4415,UA6273,Air France,Airbus A320,2604,AP2604,New Cheyennemouth,Turkey,642,AP0642,New Jasonhaven,Colombia,11566.64,15.82,1403.36,35622.72,0.84,2025-06-21 12:18:21,2025-06-22 04:07:33,12,4,21,6,2025,Delayed,Cloudy,330,275,10753.53,80,G54,T1,AP2604,"Hill, Holt and Cox Airport",New Cheyennemouth,Turkey,International,37.217639,-64.136731,1348,6,UTC+0,AP0642,"Adams, Perry and Wu Airport",New Jasonhaven,Colombia,Regional,38.48359,122.900149,2342,4,UTC+9
4416,SK4926,Ryanair,Airbus A320,597,AP0597,Joneston,Brazil,1407,AP1407,Hannahaven,United Kingdom,9857.55,11.68,1042.41,26782.41,0.77,2025-12-25 14:26:24,2025-12-26 02:07:12,14,2,25,12,2025,Delayed,Sunny,106,113,14886.67,221,G40,T1,AP0597,Boone Inc Airport,Joneston,Brazil,International,-9.176069,54.194537,306,4,UTC+8,AP1407,"Rogers, Brown and Williams Airport",Hannahaven,United Kingdom,International,40.241162,-26.136977,681,3,UTC+3
4417,DL586,Sky Airline,Airbus A330,1870,AP1870,Lake Cherylland,Japan,328,AP0328,New Brian,Brazil,11353.65,13.25,2104.04,61076.99,0.96,2024-07-08 19:25:28,2024-07-09 08:40:28,19,8,8,7,2024,On Time,Cloudy,103,267,8596.62,77,G79,T3,AP1870,Bowers Group Airport,Lake Cherylland,Japan,National,29.373631,-31.95753,3620,4,UTC+1,AP0328,Bradford-Bowman Airport,New Brian,Brazil,International,37.077237,104.676359,1582,2,UTC+3
4418,UA7700,Air Canada,Airbus A350,792,AP0792,West Caroline,Chile,492,AP0492,East Ashleyport,United Kingdom,5159.37,6.41,735.49,15693.38,0.86,2025-04-05 22:38:15,2025-04-06 05:02:51,22,5,5,4,2025,On Time,Sunny,339,237,14132.14,52,G27,T4,AP0792,"Foster, Kennedy and Greer Airport",West Caroline,Chile,International,66.104366,29.187728,3893,6,UTC+3,AP0492,"Hickman, Mack and Harvey Airport",East Ashleyport,United Kingdom,International,66.569904,-128.745545,2292,1,UTC-5
4419,AA7499,JetSMART,Airbus A320,838,AP0838,East Daniel,Chile,566,AP0566,Robertbury,China,10641.74,14.44,1774.62,38728.71,0.97,2025-12-22 04:23:05,2025-12-22 18:49:29,4,18,22,12,2025,On Time,Rainy,231,73,24307.48,198,G48,T3,AP0838,Owens-Henderson Airport,East Daniel,Chile,Regional,60.841212,132.750847,2356,1,UTC+0,AP0566,"Smith, White and Hoffman Airport",Robertbury,China,National,-34.560798,142.017091,740,3,UTC-5
4420,SK2489,Aeromexico,Airbus A350,383,AP0383,Lake Donaldberg,Argentina,969,AP0969,Stevenchester,Argentina,7367.98,8.61,1476.68,19835.16,0.77,2025-05-14 10:48:09,2025-05-14 19:24:45,10,19,14,5,2025,On Time,Rainy,97,135,4296.26,41,G13,T4,AP0383,"Hahn, Greene and Flores Airport",Lake Donaldberg,Argentina,Regional,55.944288,-8.819896,381,1,UTC+8,AP0969,"Davis, Alvarez and Terry Airport",Stevenchester,Argentina,Regional,24.760361,74.907038,982,1,UTC+9
4421,SK2231,Iberia,Airbus A330,2581,AP2581,East Anthony,Spain,574,AP0574,Port Melanie,Mexico,11393.15,15.52,2206.51,31473.83,0.89,2024-08-27 20:46:44,2024-08-28 12:17:56,20,12,27,8,2024,On Time,Cloudy,201,107,15814.42,50,G38,T3,AP2581,Chandler-Chase Airport,East Anthony,Spain,National,43.887443,13.280791,1975,1,UTC+1,AP0574,Becker and Sons Airport,Port Melanie,Mexico,Regional,-14.357866,-80.321425,2447,2,UTC-4
4422,UA2077,JetSMART,Boeing 787,231,AP0231,Johnton,Qatar,1819,AP1819,Port Anthony,Qatar,14689.61,16.52,1325.65,72196.73,0.9,2024-11-27 02:11:44,2024-11-27 18:42:56,2,18,27,11,2024,Cancelled,Cloudy,85,120,23633.52,54,G2,T1,AP0231,Holmes-Jensen Airport,Johnton,Qatar,International,25.753103,-27.573708,2964,1,UTC+0,AP1819,Butler Group Airport,Port Anthony,Qatar,National,-40.85218,-152.117919,1671,3,UTC+3
4423,SK4584,KLM,Embraer E190,2499,AP2499,New Ariana,Netherlands,142,AP0142,Karenport,Qatar,9666.75,11.79,994.21,52439.79,0.8,2024-12-12 07:15:49,2024-12-12 19:03:13,7,19,12,12,2024,Delayed,Sunny,243,91,6737.63,212,G58,T3,AP2499,Jones-Guerrero Airport,New Ariana,Netherlands,Regional,-32.004765,132.902697,1344,3,UTC+1,AP0142,"Costa, Wright and Brewer Airport",Karenport,Qatar,Regional,54.915782,131.049696,2263,4,UTC+0
4424,DL8760,LATAM Airlines,Airbus A320,487,AP0487,West Cody,Canada,1169,AP1169,Lake Cynthia,Australia,13958.98,16.21,1765.85,57678.26,0.86,2026-03-12 01:41:41,2026-03-12 17:54:17,1,17,12,3,2026,Delayed,Storm,162,208,23201.54,209,G74,T3,AP0487,"Price, Smith and Rivera Airport",West Cody,Canada,National,-44.20181,-15.571377,3022,2,UTC+0,AP1169,Allen-Shields Airport,Lake Cynthia,Australia,National,67.190484,61.654328,1083,5,UTC-5
4425,SK8603,JetSMART,Airbus A350,198,AP0198,Hudsonborough,Mexico,1497,AP1497,Grayfurt,China,11937.72,15.34,1823.77,51899.82,0.76,2025-09-30 09:33:45,2025-10-01 00:54:09,9,0,30,9,2025,On Time,Cloudy,114,218,6980.71,170,G22,T2,AP0198,"Adams, Mercado and Palmer Airport",Hudsonborough,Mexico,Regional,-26.730113,-25.519532,215,5,UTC+8,AP1497,Ward Ltd Airport,Grayfurt,China,Regional,42.19102,64.157481,3426,6,UTC+1
4426,LA8379,Avianca,Boeing 737,2515,AP2515,Port Christina,Peru,1855,AP1855,Tranbury,France,14276.82,15.9,2531.7,69256.85,0.81,2025-04-11 20:28:04,2025-04-12 12:22:04,20,12,11,4,2025,Delayed,Cloudy,272,186,11181.79,98,G7,T1,AP2515,Holmes-Swanson Airport,Port Christina,Peru,Regional,-1.31244,-61.641061,2011,4,UTC-5,AP1855,Stevenson-Mcdowell Airport,Tranbury,France,National,45.455135,87.939913,1822,6,UTC-5
4427,LA3761,Air Canada,Embraer E190,1165,AP1165,Fieldsmouth,United Kingdom,485,AP0485,North Lauren,Spain,14874.46,18.21,1397.98,60448.69,0.78,2025-07-05 03:28:27,2025-07-05 21:41:03,3,21,5,7,2025,Delayed,Sunny,227,67,6278.67,204,G22,T4,AP1165,Jimenez and Sons Airport,Fieldsmouth,United Kingdom,International,53.930434,170.783704,3256,6,UTC-4,AP0485,"Williams, Marshall and Lucas Airport",North Lauren,Spain,Regional,-8.398979,0.734739,431,2,UTC-4
4428,LA3852,Turkish Airlines,Boeing 787,945,AP0945,Webbmouth,Netherlands,56,AP0056,Lake Lori,United States,8605.58,11.22,1444.66,44484.73,0.8,2024-09-08 23:43:40,2024-09-09 10:56:52,23,10,8,9,2024,Cancelled,Rainy,258,155,12071.36,57,G11,T3,AP0945,Bradley LLC Airport,Webbmouth,Netherlands,National,33.110318,-139.260827,3944,6,UTC-5,AP0056,Griffin Inc Airport,Lake Lori,United States,National,-28.740433,-90.169294,842,3,UTC+9
4429,UA809,Iberia,ATR 72,2888,AP2888,Andreaside,United States,2920,AP2920,Port Laceyfurt,Peru,12291.54,13.89,2368.22,60154.33,0.86,2024-11-19 18:53:53,2024-11-20 08:47:17,18,8,19,11,2024,Delayed,Storm,135,253,1113.15,52,G28,T2,AP2888,Griffin-Morgan Airport,Andreaside,United States,National,-37.817576,-86.928631,3928,2,UTC+9,AP2920,Fitzgerald-Fox Airport,Port Laceyfurt,Peru,Regional,61.489427,-26.821569,1529,1,UTC-4
4430,SK9346,Ryanair,Airbus A320,2688,AP2688,Bethtown,Peru,344,AP0344,South Adamview,Canada,13017.11,16.35,1394.19,66105.46,0.76,2026-02-11 08:31:47,2026-02-12 00:52:47,8,0,11,2,2026,Delayed,Storm,77,109,7398.0,25,G59,T3,AP2688,Walters Ltd Airport,Bethtown,Peru,International,63.16794,-44.931082,458,5,UTC+8,AP0344,Clay and Sons Airport,South Adamview,Canada,National,-32.502334,-131.245608,3443,3,UTC+1
4431,DL2317,United Airlines,Boeing 777,235,AP0235,Pamelaton,UAE,1132,AP1132,Jacksonfort,Colombia,8742.46,12.3,1085.7,44923.78,0.77,2026-03-04 20:18:43,2026-03-05 08:36:43,20,8,4,3,2026,On Time,Cloudy,278,222,4827.56,40,G14,T1,AP0235,Castillo-Flores Airport,Pamelaton,UAE,National,-35.718405,-114.895452,1356,6,UTC+1,AP1132,Bradford Ltd Airport,Jacksonfort,Colombia,National,25.865256,-166.678655,1305,3,UTC-4
4432,UA1469,Air France,Airbus A350,2305,AP2305,South Monicafort,Qatar,1308,AP1308,Ashleychester,Spain,11661.66,13.78,2011.21,47618.7,0.85,2026-03-27 10:40:52,2026-03-28 00:27:40,10,0,27,3,2026,Delayed,Sunny,335,95,5618.1,25,G49,T4,AP2305,Smith PLC Airport,South Monicafort,Qatar,National,-23.971691,-44.636793,89,3,UTC+0,AP1308,Cooper-Ferguson Airport,Ashleychester,Spain,International,-47.249721,108.859356,448,3,UTC+3
4433,UA1271,Air France,Boeing 737,261,AP0261,Robertport,Qatar,1123,AP1123,Williamsberg,Spain,5844.71,8.2,1112.18,32078.95,0.79,2024-09-22 11:06:17,2024-09-22 19:18:17,11,19,22,9,2024,Cancelled,Rainy,333,271,16244.0,212,G49,T4,AP0261,Wilson-Jackson Airport,Robertport,Qatar,National,45.143511,81.749277,646,4,UTC+3,AP1123,Cunningham Group Airport,Williamsberg,Spain,Regional,47.967369,1.670232,2456,4,UTC+8
4434,LA9693,Iberia,Airbus A350,1299,AP1299,Jamesbury,Turkey,648,AP0648,Joshuahaven,United States,13126.06,16.01,2472.01,51113.13,0.77,2025-06-13 21:36:46,2025-06-14 13:37:22,21,13,13,6,2025,Cancelled,Cloudy,75,271,19189.82,46,G47,T4,AP1299,"Quinn, Bell and Shepherd Airport",Jamesbury,Turkey,National,-54.755629,-26.238788,424,3,UTC+1,AP0648,Matthews Inc Airport,Joshuahaven,United States,National,-6.555669,164.412709,2561,5,UTC-5
4435,AA9173,Qatar Airways,Boeing 737,2477,AP2477,New Maryburgh,Colombia,1385,AP1385,West Anthonymouth,Brazil,5168.77,6.86,730.13,14262.14,0.89,2024-08-01 01:19:38,2024-08-01 08:11:14,1,8,1,8,2024,Delayed,Foggy,105,223,16766.71,38,G4,T1,AP2477,"Thomas, Christian and Ryan Airport",New Maryburgh,Colombia,International,-3.222138,172.209103,2734,3,UTC-5,AP1385,Moore Inc Airport,West Anthonymouth,Brazil,International,-3.039999,-141.233822,2679,3,UTC+3
4436,UA7761,Qatar Airways,Airbus A320,1517,AP1517,Jacksonfurt,China,2275,AP2275,North Chad,Qatar,14922.78,21.2,2937.26,77738.56,0.81,2024-12-16 18:50:24,2024-12-17 16:02:24,18,16,16,12,2024,Cancelled,Foggy,162,284,7661.72,125,G59,T4,AP1517,Butler PLC Airport,Jacksonfurt,China,Regional,-0.754981,-50.674771,1625,1,UTC-4,AP2275,Smith Group Airport,North Chad,Qatar,International,26.855271,168.530055,2061,3,UTC+9
4437,IB3447,Delta Airlines,ATR 72,59,AP0059,Flemingchester,Chile,742,AP0742,North Tanyaside,United Kingdom,4762.54,5.3,783.66,21688.81,0.9,2026-01-10 04:18:26,2026-01-10 09:36:26,4,9,10,1,2026,Cancelled,Foggy,167,247,10407.65,72,G67,T3,AP0059,Romero-Ingram Airport,Flemingchester,Chile,National,-35.10027,72.460148,3133,1,UTC+9,AP0742,"Thompson, Jackson and Byrd Airport",North Tanyaside,United Kingdom,Regional,-54.17204,128.552161,346,4,UTC+0
